Item Code,Group Code,Item Name,Barcode/Print Name,Company,Quality,Unit,Opening Qty,Opening Value,Min Level,Reorder Level,Fixed Sale Rate,Fixed Purchase Rate,Wholesale Rate,Purchase Rate,Cost Rate A,Cost Rate B,Cost Rate C,HSN Code,GST %,Box,Cut,Mark,Date,Active
171,RUBIA,Shikha Gold (Thaan),Royal Queen (Thaan),Mti,,M,0,0,0,0,70.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
172,RUBIA,Sweet Heart - Ruby Cotton (Thaan),Royal Queen (Thaan),Mti,,M,0,0,0,0,69.71,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
173,RUBIA,Royal Queen 80 Cm,Royal Queen 80 Cm,Mti,,P,0,0,0,0,55.77,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
174,RUBIA,Chakori (A) 80 Cm,Royal Queen 80 Cm,Mti,,P,0,0,0,0,56.41,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
175,RUBIA,Kokila 80 Cm,Royal Queen 80 Cm,Mti,,P,0,0,0,0,56.57,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
176,RUBIA,Scania (Thaan),Scania (Thaan),Mti,,M,0,0,0,0,58.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
177,RUBIA,Pashmina (Thaan),Scania (Thaan),Mti,,M,0,0,0,0,58.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
178,RUBIA,Fiza,Vandita 78 Cm 4FOLD,Mti,,P,0,0,0,0,41.11,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
179,RUBIA,Femina (78 Cm Spp),Femina (78 Cm Spp),Mti,,P,0,0,0,0,42.61,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
180,RUBIA,Madam (Thaan),Kamini (Thaan),Mti,,M,0,0,0,0,46.11,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
181,RUBIA,Princess (Thaan),Kamini (Thaan),Mti,,M,0,0,0,0,46.11,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
182,RUBIA,Priyanka (Thaan),Kamini (Thaan),Mti,,M,0,0,0,0,45.71,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
183,RUBIA,Rani Rubia (Thaan),Kitkat (Thaan),Mti,,M,0,0,0,0,53.91,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
184,RUBIA,Nandini (Thaan),Kitkat (Thaan),Mti,,M,0,0,0,0,57.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
185,RUBIA,Chakori (A) (Thaan),Kitkat (Thaan),Mti,,M,0,0,0,0,52.71,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
186,RUBIA,Chakori (Mf) (Thaan),Kitkat (Thaan),Mti,,M,0,0,0,0,52.71,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
187,RUBIA,Nandini (78 Cm),Krishna Queen 78 Cm,Mti,,P,0,0,0,0,39.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
188,RUBIA,Elizabeth 98 Cm,Krishna Queen 98 Cm,Mti,,P,0,0,0,0,48.03,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
189,RUBIA,Lotus (Thaan),Lotus (Thaan),Mti,,M,0,0,0,0,28.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
190,RUBIA,Suhagan (Thaan),Lotus (Thaan),Mti,,M,0,0,0,0,29.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
191,RUBIA,Mahima (78 Cm 6-F),Mahima (78 Cm 6-F),Mti,,P,0,0,0,0,42.36,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
192,RUBIA,Devika (78 Cm 6-F),Mahima (78 Cm 6-F),Mti,,P,0,0,0,0,42.36,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
193,RUBIA,Manisha (78 Cm 6-F),Mahima (78 Cm 6-F),Mti,,P,0,0,0,0,42.68,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
194,RUBIA,Vimal Hit (75 Cm 3F),Vimal Hit (75 Cm 3F),Mp,,P,0,0,0,0,23.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
195,RUBIA,Mohini (75 Cm 3F),Vimal Hit (75 Cm 3F),Mp,,P,0,0,0,0,23.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
196,RUBIA,Vimal Hit (75 Cm 4F),Vimal Hit (75 Cm 4F),Mp,,P,0,0,0,0,23.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
197,RUBIA,Milan (75 Cm Spp),Milan (75 Cm Spp),Mp,,P,0,0,0,0,24.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
198,RUBIA,Suchitra (Om Sri),Vimal Hit (75 Cm 4F),Mp,,P,0,0,0,0,23.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
199,RUBIA,Reliance (78CM),Reliance (78CM),Mp,,P,0,0,0,0,26.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
200,RUBIA,Minakshi (78CM),Reliance (78CM),Mp,,P,0,0,0,0,25.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
201,RUBIA,Vimal Diamond (78CM),Reliance (78CM),Mp,,P,0,0,0,0,25.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
202,RUBIA,Vimal Gold (78CM),Reliance (78CM),Mp,,P,0,0,0,0,28.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
203,RUBIA,Vimal Shree (78CM),Reliance (78CM),Mp,,P,0,0,0,0,26.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
204,RUBIA,Cholee (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,27.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
205,RUBIA,Pashmina (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,27.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
206,RUBIA,Saheli (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,26.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
207,RUBIA,Vimal Diamond (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,31.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
208,RUBIA,Vimal Gold (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,26.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
209,RUBIA,Garden (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,27.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
210,RUBIA,Super Pashmina (78CM Spp),Cholee (78CM Spp),Mp,,P,0,0,0,0,26.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
211,RUBIA,Vimal (78CM 3FOLD),Vimal (78CM 3FOLD),Mp,,P,0,0,0,0,32.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
212,RUBIA,Super Vimal (78CM),Vimal (78CM),Mp,,P,0,0,0,0,27.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
213,RUBIA,Vimal Super (78CM),Vimal (78CM),Mp,,P,0,0,0,0,27.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
214,RUBIA,Radha (78CM),Vimal (78CM 4FOLD),Mp,,P,0,0,0,0,27.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
215,RUBIA,Tara - Om Sri  (78CM),Vimal (78CM),Mp,,P,0,0,0,0,27.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
216,RUBIA,Rangoli (78CM Spp),Rangoli (78CM Spp),Mp,,P,0,0,0,0,32.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
217,RUBIA,Jio (78CM Spp),Rangoli (78CM Spp),Mp,,P,0,0,0,0,29.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
218,RUBIA,Tini Mini (78CM 3FOLD),Tini Mini (78CM 3FOLD),Mp,,P,0,0,0,0,34.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
219,RUBIA,Begum (78CM),Tini Mini (78CM 3FOLD),Mp,,P,0,0,0,0,31.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
220,RUBIA,Pashmina (78CM),Tini Mini (78CM),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
221,RUBIA,Vimal Super (78CM),Tini Mini (78CM),Mp,,P,0,0,0,0,29.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
222,RUBIA,Vimal Special (78CM),Tini Mini (78CM),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
223,RUBIA,Madamji (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,35.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
224,RUBIA,Tini Mini (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,31.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
225,RUBIA,Begum Sahiba (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
226,RUBIA,Airtel (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,31.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
227,RUBIA,Cadbury (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
228,RUBIA,Pashmina (78CM Spp),Madamji (78CM Spp),Mp,,P,0,0,0,0,32.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
229,RUBIA,Varsha (Thaan),Varsha (Thaan),Mp,,M,0,0,0,0,38.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
230,RUBIA,Archana (Thaan),Varsha (Thaan),Mp,,M,0,0,0,0,38.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
231,RUBIA,Jansewa (Thaan),Varsha (Thaan),Mp,,M,0,0,0,0,37.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
232,RUBIA,Mohini (Thaan),Varsha (Thaan),Mp,,M,0,0,0,0,39.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
233,RUBIA,Rosy Queen (Thaan),Varsha (Thaan),Mp,,M,0,0,0,0,43.9,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
234,RUBIA,Shalini (78CM),Shalini (78CM),Mp,,P,0,0,0,0,53.2,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
235,RUBIA,Platinum (Thaan),Platinum (Thaan),Mp,,P,0,0,0,0,47.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
236,RUBIA,Chakori (A) (Thaan),Platinum (Thaan),Mp,,P,0,0,0,0,47.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
237,RUBIA,Shalini (Mf) (Thaan),Platinum (Thaan),Mp,,P,0,0,0,0,53.2,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
238,RUBIA,Shalini (Thaan),Platinum (Thaan),Mp,,P,0,0,0,0,47.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
239,PATTA,Bon Bon,Bon Bon,Srh,,M,0,0,0,0,54.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
240,PATTA,Macroman,Bon Bon,Srh,,M,0,0,0,0,54.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
241,PATTA,Rolex,Rolex,Srh,,M,0,0,0,0,57.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
242,PATTA,Rado,Rolex,Srh,,M,0,0,0,0,55.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
243,PATTA,Inspector,Inspector,Srh,,M,0,0,0,0,61.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
244,PATTA,Minister,Inspector,Srh,,M,0,0,0,0,59.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
245,PATTA,Rajpath,Rajpath,Srh,,M,0,0,0,0,63.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
246,PATTA,Discovery,Rajpath,Srh,,M,0,0,0,0,61.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
247,PATTA,Stargold,Stargold,Srh,,M,0,0,0,0,66.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
248,PATTA,Leader,Stargold,Srh,,M,0,0,0,0,64.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
249,PATTA,Galaxy,Galaxy,Srh,,M,0,0,0,0,69.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
250,PATTA,Shalimar,Galaxy,Srh,,M,0,0,0,0,68.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
251,PATTA,Citigold,Citigold,Srh,,M,0,0,0,0,66.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
252,PATTA,Solicitor,Citigold,Srh,,M,0,0,0,0,67.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
253,PATTA,Park Avenue,Park Avenue,Srh,,M,0,0,0,0,75.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
254,PATTA,Rothmans,Park Avenue,Srh,,M,0,0,0,0,75.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
255,PATTA,Millenium,Millenium,Srh,,M,0,0,0,0,80.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
256,PATTA,Royalmenon,Millenium,Srh,,M,0,0,0,0,79.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
257,PATTA,Nc 89009,Nc 89009,Srh,,M,0,0,0,0,82.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
258,RUBIA,Honda (Thaan),Honda (Thaan),Jmt,,M,0,0,0,0,50.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
259,RUBIA,Honda (80CM),Honda (80CM),Jmt,,P,0,0,0,0,40.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
260,GAMCHA,Radhe Gamcha,Radhe Gamcha,Jmt,,P,0,0,0,0,71.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
261,GAMCHA,Tulsi (Daksh Label),Tulsi (Daksh Label),Jmt,,P,0,0,0,0,65.31,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-03-31,True
262,EKRANGA,Mayuri,Sultan,Ata,,M,0,0,0,0,18.11,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
263,DHOTI,Dhanshukh,Ps 1050,Atc,,P,0,0,0,0,290.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
264,SAREE,Mumal Cotton,Mumal Cotton,Ri,,P,0,0,0,0,200.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
265,SAREE,Google Buta,Google Buta,Ri,,P,0,0,0,0,174.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
266,SAREE,Dev Sena,Dev Sena,Ri,,P,0,0,0,0,165.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
267,SAREE,Hira Moti 5.00 Mtr,Hira Moti 5.00 Mtr,Ri,,P,0,0,0,0,164.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
268,SAREE,Shoot Out,Shoot Out,Ri,,P,0,0,0,0,135.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
269,SUIT,Preeti (Thaan),Preeti (Thaan),Ri,,M,0,0,0,0,57.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
270,PETICOT,Aaradhna (Stiched),Aaradhna (Stiched),Af,,P,0,0,0,0,76.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
271,GAMCHA,Mayuri - White,Mayuri - White,Rtm,,P,0,0,0,0,79.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
272,GAMCHA,Ruby - White,Ruby - White,Rtm,,P,0,0,0,0,72.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
273,GAMCHA,Silver - White,Silver - White,Rtm,,P,0,0,0,0,77.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
274,GAMCHA,Mayuri - Color,Mayuri - Color,Rtm,,P,0,0,0,0,79.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
275,SAREE,Mithila Special,Mithila Special,Ri,,P,0,0,0,0,91.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
276,SAREE,Nirma White,Nirma White,Ri,,P,0,0,0,0,91.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
277,SAREE,Rasgulla,Rasgulla,Ri,,P,0,0,0,0,186.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
278,SAREE,Gulab Jamun,Gulab Jamun,Ri,,P,0,0,0,0,166.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
279,ASTAR,Activa 68 Cm (Spp),Activa 68 Cm (Spp),Ri,,P,0,0,0,0,11.22,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
280,ASTAR,Vimal 68 Cm (Spp),Activa 68 Cm (Spp),Ri,,P,0,0,0,0,11.88,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
281,POPLIN,Kesar (100L Thaan),Rajkamal (100L Than),Ata,,M,0,0,0,0,38.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
282,SAREE,Lajawaab,Lajawaab,Gt,,P,0,0,0,0,157.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
283,SAREE,C More,C More,Gt,,P,0,0,0,0,160.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
284,SAREE,Satrangi Buta,Satrangi Buta,Ri,,P,0,0,0,0,186.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
285,SAREE,Kosa Cotton(5.50+Bag),Kosa Cotton(5.50+Bag),Ri,,P,0,0,0,0,203.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
286,SAREE,Classic Buta,Classic Buta,Ri,,P,0,0,0,0,180.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
287,SAREE,Deewaar,Deewaar,Ri,,P,0,0,0,0,140.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
288,ASTAR,Activa 75 Cm,Activa 75 Cm,Ri,,P,0,0,0,0,10.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
289,ASTAR,Ranjeeta (3 Fold 75 Cm),Activa 75 Cm,Ri,,P,0,0,0,0,10.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
290,EKRANGA,Gwalior Badshah,Jalpari,Ata,,M,0,0,0,0,17.71,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
291,EKRANGA,Laxmi Pooja,Sadabahar,Ata,,M,0,0,0,0,19.61,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
292,SUIT,Soni Kudi - Pouch,Soni Kudi - Pouch,Ngp,,P,0,0,0,0,245.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
293,SUIT,Mango Dolly - Pouch,Mango Dolly - Pouch,Ngp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
294,SUIT,Mohini Patiyala - Pouch,Mohini Patiyala - Pouch,Ngp,,P,0,0,0,0,300.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
295,SUIT,Choco Bite - Pouch,Choco Bite - Pouch,Ngp,,P,0,0,0,0,240.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
296,SUIT,Soni Kudi 2.5 Mtr Bottom,Soni Kudi 2.5 Mtr Bottom,Ngp,,P,0,0,0,0,240.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
297,SAREE,Air India,Air India,Ri,,P,0,0,0,0,97.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
298,SAREE,Airtel,Airtel,Ri,,P,0,0,0,0,95.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
299,SAREE,Tulsi,Airtel,Ri,,P,0,0,0,0,93.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
300,SAREE,Kesar Pista,Kesar Pista,Ri,,P,0,0,0,0,110.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
301,ASTAR,Super Vimal 68CM (Spp),Activa 68 Cm (Spp),Ri,,P,0,0,0,0,10.69,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
302,RUBIA,Anjali (78CM - Sst - 4F),Reliance (78 Cm - Sst -4FOLD),Mp,,P,0,0,0,0,25.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
303,RUBIA,Tini Mini (78CM - Sst - 4F),Tini Mini (78CM - Sst - 4F),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
304,RUBIA,Poonam (78CM - Sst - 4F),Tini Mini (78CM - Sst - 4F),Mp,,P,0,0,0,0,30.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
305,EKRANGA,Mayuri,Mayuri,Mrf,,M,0,0,0,0,19.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
306,EKRANGA,Gulab,Gulab,Mrf,,M,0,0,0,0,19.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
307,GAMCHA,Banarasi Babu - Mix Colors,Banarasi Babu - Mix Colors,Pf,,P,0,0,0,0,53.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
308,GAMCHA,Bjp - Only Border Dzn,Bjp - Only Border Dzn,Pf,,P,0,0,0,0,52.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
309,GAMCHA,Sahara [Mix Colors],Sahara [Mix Colors],Rtm,,P,0,0,0,0,65.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
310,GAMCHA,Sahara [White],Sahara [White],Rtm,,P,0,0,0,0,66.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
311,ASTAR,Vimal,Activa 68 Cm,Ri,,P,0,0,0,0,10.88,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
312,SAREE,Dzire,Dzire,Np,,P,0,0,0,0,144.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
313,SUIT,Soni Kudi - Book Fold,Soni Kudi - Book Fold,Ngp,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
314,RUBIA,Chakori (A) (Thaan),Royal Queen (Thaan),Mti,,M,0,0,0,0,73.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
315,POPLIN,Nayra Gold (Thaan),Nayra Gold (Thaan),Mbt,,M,0,0,0,0,44.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
316,SAREE,Mix Items,Mix Items,Bp,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
317,SAREE,Mix Items,Mix Items,Mf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
318,SAREE,Mix Items,Mix Items,Ns,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
319,EKRANGA,8 Lakh,8 Lakh,Mrf,,M,0,0,0,0,12.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
320,EKRANGA,Sri Ganesh,8 Lakh,Mrf,,M,0,0,0,0,12.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
321,SUIT,Gala Work - Mix Items,Gala Work - Mix Items,Ttf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
322,SUITING,Gurukul,Gurukul,Mdc,,M,0,0,0,0,46.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
323,SUITING,Gopal,Gopal,Mdc,,M,0,0,0,0,46.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
324,SUITING,Chetak,Chetak,Mdc,,M,0,0,0,0,52.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
325,SUITING,Mix Items,Mix Items,Mdc,,M,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
326,GAMCHA,Bjp - All Over Dzn,Bjp - All Over Dzn,Pf,,P,0,0,0,0,53.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
327,GAMCHA,Rjd - Only Border Dzn,Rjd - Only Border Dzn,Pf,,P,0,0,0,0,54.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
328,SUIT,Strawberry - Hanger,Strawberry - Hanger,Ngp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
329,SAREE,Air 5G,Air 5G,Ri,,P,0,0,0,0,72.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
330,SUIT,Strawberry - Book,Strawberry - Book,Ngp,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
331,SUIT,Maharani Patiyala - Pouch,Maharani Patiyala - Pouch,Ngp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
332,SUIT,Punjabi Kudi - Hanger,Punjabi Kudi - Hanger,Ngp,,P,0,0,0,0,225.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
333,SAREE,Rose Baby,Rose Baby,Js,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
334,SAREE,Nanad Bhaujai,Lajawaab,Gt,,P,0,0,0,0,155.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
335,POPLIN,Garden (98L Than),Gadar (98L Than),Ata,,M,0,0,0,0,31.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
336,POPLIN,Garden (2MTR),Gadar (2MTR),Ata,,M,0,0,0,0,63.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-04-02,True
